country,latitude,longitude,charging_points
2,43.09242,-76.084147,1
2,43.0923493,-79.057929,1
2,43.091661,-76.088697,1
2,43.08923,-88.05943,1
2,43.089119,-79.064702,1
2,43.0874627,-77.9475961,1
2,43.087317,-75.191983,1
2,43.0852737,-77.9426762,1
2,43.083986,-70.7929319,1
2,43.081081,-75.188351,1
2,43.077097,-70.756213,1
2,43.076409,-70.756594,1
2,43.067533,-76.075976,1
2,43.0660272,-76.0806542,1
2,43.0652405,-77.3114216,1
2,43.058027,-76.159955,1
2,43.0580008,-87.9147366,1
2,43.057872,-76.159869,1
2,43.05772,-76.17453,1
2,43.05500153094,-78.82760802301,1
2,43.054425,-85.951306,1
2,43.053618,-71.438603,1
2,43.0525584,-77.0950453,1
2,43.048358,-92.67442,1
2,43.04828,-77.6581,1
2,43.0412728,-89.3952728,1
2,43.040678,-88.026703,1
2,43.040327,-88.026909,1
2,43.040285,-88.026974,1
2,43.03409,-76.36475,1
2,43.034005,-70.779463,1
2,43.03163,-87.9165,1
2,43.0310596,-77.7427638,1
2,43.0291075,-77.7463573,1
2,43.01895,-78.193481,1
2,43.01747,-82.45093,1
2,43.01188535,-78.3303756,1
